seed;p;dMax;availables;plain;jump;gain;contour;plateau;qEst;qHat;sHat;pHit;fromzero;fzSAG;fzPur;randomly;rdSAG;rdPur;cleverly;clSAG;clPur;greedyIG;grSAG;grPur;bForceIG;bfSAG;bfPur
5089;3;   3;        27;plain;  11;   0;      3;      3;   1;   1;  12;44.4;       6;    2; pure;       9;    1;  imp;      12;    1; pure;      12;    1; pure;      12;    1; pure
5090;4;   7;       518; skew;   4;   0;      1;      4;   0;   0; 281;54.2;     168;    0;  imp;     182;    0;  imp;     281;    0; pure;     271;    0;  imp;       ?;    ?;    ?
5093;5;   9;     11120; skew;   4;   0;      2;      1;   0;   0;5895;53.0;    4204;    0;  imp;    3943;    0;  imp;    5909;    0;  imp;    5069;    0;  imp;       ?;    ?;    ?
5094;6;   7;      9148; skew;   4;   6;      6;      3;   1;   1;3307;36.1;    3408;    0;  imp;    2711;    0;  imp;    3607;    1;  imp;    3182;    1;  imp;       ?;    ?;    ?
5096;4;   5;       420; skew;   3;   0;      2;      4;   1;   1; 176;41.9;     153;    1;  imp;     131;    1;  imp;     176;    1; pure;     176;    1; pure;       ?;    ?;    ?
5099;6;   8;     17728; skew;   3;   3;      6;      1;   0;   0;7553;42.6;    7775;    0;  imp;    5777;    0;  imp;    7633;    0;  imp;    7557;    1;  imp;       ?;    ?;    ?
5100;6;   5;     15625;plain;  11;   0;      6;      6;   1;   1;6144;39.3;    1280;    3; pure;    2146;    2;  imp;    6144;    1; pure;    6144;    1; pure;       ?;    ?;    ?
5102;5;   6;      6150; skew;   4;   2;      4;      4;   1;   1;2477;40.3;     982;    2;  imp;    1128;    1;  imp;    2477;    1; pure;    2477;    1; pure;       ?;    ?;    ?
5104;2;   8;        42; skew;   7;   2;      1;      1;   0;   0;  33;78.6;      29;    0;  imp;      29;    0;  imp;      33;    0; pure;      33;    0; pure;      33;    0; pure
5105;6;   3;       729;plain;  11;   0;      6;      6;   2;   2; 240;32.9;     192;    1; pure;     128;    1;  imp;     240;    2; pure;     240;    2; pure;       ?;    ?;    ?
5107;5;   4;      1024;plain;  11;   0;      5;      5;   1;   1; 405;39.6;     243;    0; pure;     178;    1;  imp;     405;    1; pure;     405;    1; pure;       ?;    ?;    ?
5110;3;   7;       230; skew;   5;   0;      3;      1;   0;   0; 145;63.0;      89;    1;  imp;      79;    0;  imp;     145;    0; pure;     141;    0;  imp;       ?;    ?;    ?
5113;4;   3;        81;plain;  11;   0;      4;      4;   1;   1;  32;39.5;      32;    1; pure;      19;    2;  imp;      32;    1; pure;      32;    1; pure;       ?;    ?;    ?
5115;3;   4;        46; skew;   2;   1;      3;      3;   1;   0;  20;43.5;      15;    1;  imp;      17;    1;  imp;      20;    0; pure;      18;    1;  imp;      20;    0; pure
5116;3;   6;       216;plain;  11;   0;      3;      3;   0;   0; 125;57.9;     125;    0; pure;      89;    0;  imp;     125;    0; pure;     125;    0; pure;       ?;    ?;    ?
5117;6;   3;        90; skew;   2;   2;      2;      4;   2;   2;  27;30.0;      49;    1;  imp;      46;    2;  imp;      53;    2;  imp;      53;    2;  imp;       ?;    ?;    ?
5118;2;   7;        30; skew;   6;   2;      1;      2;   0;   0;  22;73.3;      22;    0; pure;      20;    0;  imp;      22;    0; pure;      22;    0; pure;      22;    0; pure
5121;5;   5;        72; skew;   3;   3;      1;      1;   1;   0;  27;37.5;      54;    1;  imp;      53;    0;  imp;      55;    0;  imp;      55;    1;  imp;       ?;    ?;    ?
5123;4;   4;       252; skew;   3;   0;      3;      3;   1;   1; 106;42.1;      79;    0;  imp;      60;    0;  imp;     106;    1; pure;     106;    1; pure;       ?;    ?;    ?
5124;3;   8;        12; skew;   6;   7;      2;      2;   0;   2;   5;41.7;       6;    2;  imp;       6;    2;  imp;       6;    2;  imp;       6;    2;  imp;       6;    2;  imp
5126;2;   9;        26; skew;   3;   2;      2;      2;   0;   0;  21;80.8;      18;    0;  imp;      18;    0;  imp;      21;    0; pure;      21;    0; pure;      21;    0; pure
5127;6;   4;      4096;plain;  11;   0;      6;      6;   1;   1;1458;35.6;    1458;    1; pure;     745;    1;  imp;    1458;    1; pure;    1215;    2; pure;       ?;    ?;    ?
5130;4;   9;      6561;plain;  11;   0;      4;      4;   0;   0;4096;62.4;    4096;    0; pure;    2794;    0;  imp;    4096;    0; pure;    4096;    0; pure;       ?;    ?;    ?
5133;5;   5;      1950; skew;   4;   3;      2;      5;   1;   1; 780;40.0;     573;    1;  imp;     498;    1;  imp;     780;    1; pure;     780;    1;  imp;       ?;    ?;    ?
5137;2;   6;        36;plain;  11;   0;      2;      2;   0;   0;  25;69.4;      25;    0; pure;      21;    0;  imp;      25;    0; pure;      25;    0; pure;      25;    0; pure
5141;4;   6;       182; skew;   3;   4;      2;      4;   0;   0;  98;53.8;      92;    0;  imp;      93;    0;  imp;     112;    0;  imp;     109;    0;  imp;       ?;    ?;    ?
5143;3;   7;       343;plain;  11;   0;      3;      3;   0;   0; 216;63.0;     216;    0; pure;     149;    0;  imp;     216;    0; pure;     216;    0; pure;       ?;    ?;    ?
5144;3;   8;        26; skew;   1;   0;      3;      1;   0;   0;  19;73.1;      18;    0;  imp;      19;    0;  imp;      19;    0; pure;      20;    0;  imp;      20;    0;  imp
5146;2;   9;        70; skew;   7;   0;      1;      2;   0;   0;  55;78.6;      55;    0; pure;      55;    0; pure;      55;    0; pure;      55;    0; pure;       ?;    ?;    ?
5147;5;   6;      7170; skew;   5;   0;      3;      2;   1;   0;2911;40.6;    2855;    0;  imp;    1671;    0;  imp;    2911;    0; pure;    2837;    1; pure;       ?;    ?;    ?
5148;5;   8;      5932; skew;   3;   3;      2;      4;   0;   0;2931;49.4;    2914;    0;  imp;    2222;    0;  imp;    2977;    0;  imp;    2691;    1;  imp;       ?;    ?;    ?
5150;4;   9;      2322; skew;   6;   2;      1;      3;   0;   0;1404;60.5;    1400;    0;  imp;    1023;    0;  imp;    1404;    0; pure;    1278;    0;  imp;       ?;    ?;    ?
5154;6;   7;        48; skew;   2;   6;      1;      5;   1;   0;  20;41.7;      35;    0;  imp;      34;    0;  imp;      35;    0;  imp;      35;    0;  imp;      35;    0;  imp
5155;3;   4;        22; skew;   1;   1;      2;      2;   1;   0;   9;40.9;      11;    0;  imp;       8;    0;  imp;      11;    0;  imp;      11;    0;  imp;      11;    0;  imp
5159;5;   4;      1024;plain;  11;   0;      5;      5;   1;   1; 405;39.6;     405;    1; pure;     266;    1;  imp;     405;    1; pure;     405;    1; pure;       ?;    ?;    ?
5160;5;   5;      1280; skew;   4;   0;      4;      1;   1;   1; 500;39.1;     385;    1;  imp;     348;    1;  imp;     500;    1; pure;     502;    1;  imp;       ?;    ?;    ?
5161;3;   9;       382; skew;   6;   3;      1;      2;   0;   0; 265;69.4;     151;    0;  imp;     142;    0;  imp;     265;    0; pure;     263;    0;  imp;       ?;    ?;    ?
5166;6;   6;      3104; skew;   3;   5;      5;      2;   1;   1;1168;37.6;     435;    1;  imp;     617;    1;  imp;    1190;    1;  imp;    1204;    1;  imp;       ?;    ?;    ?
5167;4;   3;        81;plain;  11;   0;      4;      4;   1;   1;  32;39.5;      32;    1; pure;      22;    1;  imp;      32;    1; pure;      32;    1; pure;       ?;    ?;    ?
5168;4;   8;      4096;plain;  11;   0;      4;      4;   0;   0;2401;58.6;    2401;    0; pure;    1521;    0;  imp;    2401;    0; pure;    1372;    1; pure;       ?;    ?;    ?
5170;3;   7;       343;plain;  11;   0;      3;      3;   0;   0; 216;63.0;     216;    0; pure;     169;    0;  imp;     216;    0; pure;     216;    0; pure;       ?;    ?;    ?
5171;6;   4;      1706; skew;   2;   0;      5;      2;   1;   1; 587;34.4;     450;    0;  imp;     340;    1;  imp;     587;    1; pure;     493;    2;  imp;       ?;    ?;    ?
5173;4;   3;        78; skew;   2;   0;      3;      4;   1;   1;  32;41.0;      23;    1;  imp;      24;    1;  imp;      32;    1; pure;      32;    1; pure;       ?;    ?;    ?
5175;3;   4;        24; skew;   3;   2;      1;      3;   1;   0;  11;45.8;      11;    0;  imp;      11;    0;  imp;      11;    0; pure;      11;    1;  imp;      11;    0;  imp
5176;2;   8;        64;plain;  11;   0;      2;      2;   0;   0;  49;76.6;      14;    1; pure;      14;    1;  imp;      49;    0; pure;      49;    0; pure;       ?;    ?;    ?
5177;6;   3;        96; skew;   2;   1;      3;      1;   2;   2;  28;29.2;      27;    1;  imp;      28;    2;  imp;      31;    2;  imp;      32;    2;  imp;       ?;    ?;    ?
5182;3;   7;        22; skew;   1;   0;      2;      1;   0;   0;  16;72.7;      17;    0;  imp;      17;    0;  imp;      17;    0;  imp;      17;    0;  imp;      17;    0;  imp
5184;6;   5;     15625;plain;  11;   0;      6;      6;   1;   1;6144;39.3;    3840;    2; pure;    2366;    2;  imp;    6144;    1; pure;    6144;    1; pure;       ?;    ?;    ?
5185;4;   9;      4608; skew;   8;   1;      3;      1;   0;   0;2892;62.8;    1316;    0;  imp;    1643;    0;  imp;    2892;    0; pure;    2833;    0;  imp;       ?;    ?;    ?
5186;5;   4;       144; skew;   1;   0;      3;      4;   1;   1;  54;37.5;      47;    1;  imp;      45;    2;  imp;      57;    1;  imp;      53;    2;  imp;       ?;    ?;    ?
5189;2;   9;        28; skew;   7;   4;      2;      1;   0;   0;  22;78.6;      20;    0;  imp;      20;    0;  imp;      22;    0; pure;      22;    0;  imp;      22;    0; pure
5193;4;   7;        94; skew;   1;   0;      2;      2;   0;   0;  50;53.2;      59;    0;  imp;      59;    0;  imp;      61;    0;  imp;      62;    0;  imp;       ?;    ?;    ?
5194;6;   4;       636; skew;   2;   2;      2;      5;   1;   1; 222;34.9;     200;    1;  imp;     168;    1;  imp;     244;    1;  imp;     246;    1;  imp;       ?;    ?;    ?
5195;3;   8;       208; skew;   4;   1;      1;      3;   0;   0; 137;65.9;     100;    0;  imp;     105;    0;  imp;     137;    0; pure;     127;    0;  imp;       ?;    ?;    ?
5196;3;   5;        18; skew;   4;   4;      1;      2;   0;   0;   8;44.4;      14;    0;  imp;      14;    0;  imp;      14;    0;  imp;      15;    1;  imp;      15;    1;  imp
5200;3;   5;        78; skew;   3;   2;      2;      2;   0;   0;  42;53.8;      32;    0;  imp;      35;    0;  imp;      42;    0; pure;      37;    0;  imp;       ?;    ?;    ?
5203;6;   8;      8972; skew;   2;   3;      3;      6;   0;   1;3545;39.5;    3915;    0;  imp;    3298;    0;  imp;    3753;    1;  imp;    3967;    1;  imp;       ?;    ?;    ?
5205;3;   9;       729;plain;  11;   0;      3;      3;   0;   0; 512;70.2;     512;    0; pure;     403;    0;  imp;     512;    0; pure;     512;    0; pure;       ?;    ?;    ?
5206;5;   6;       586; skew;   2;   0;      5;      1;   1;   0; 222;37.9;     297;    0;  imp;     230;    0;  imp;     283;    0;  imp;     289;    1;  imp;       ?;    ?;    ?
5209;5;   9;       420; skew;   1;   1;      4;      2;   0;   0; 276;65.7;     297;    0;  imp;     279;    0;  imp;     292;    0;  imp;     307;    0;  imp;       ?;    ?;    ?
5211;4;   8;      2916; skew;   5;   0;      2;      2;   0;   0;1592;54.6;    1461;    0;  imp;     974;    0;  imp;    1592;    0; pure;     982;    1;  imp;       ?;    ?;    ?
5212;4;   5;        34; skew;   2;   0;      1;      2;   1;   0;  19;55.9;      23;    0;  imp;      23;    0;  imp;      25;    0;  imp;      25;    0;  imp;      25;    0;  imp
5213;2;   9;        81;plain;  11;   0;      2;      2;   0;   0;  64;79.0;      64;    0; pure;      64;    0; pure;      64;    0; pure;      64;    0; pure;       ?;    ?;    ?
5214;3;   6;       110; skew;   4;   3;      2;      2;   0;   0;  68;61.8;      49;    0;  imp;      48;    1;  imp;      68;    0; pure;      67;    0;  imp;       ?;    ?;    ?
5217;5;   6;        58; skew;   1;   1;      4;      1;   1;   0;  29;50.0;      41;    0;  imp;      41;    0;  imp;      41;    0;  imp;      41;    0;  imp;      41;    0;  imp
5219;4;   7;      1316; skew;   5;   4;      2;      3;   0;   0; 701;53.3;     436;    1;  imp;     440;    0;  imp;     704;    0;  imp;     563;    0;  imp;       ?;    ?;    ?
5220;4;   9;       540; skew;   3;   0;      1;      3;   0;   0; 290;53.7;     286;    0;  imp;     272;    0;  imp;     311;    0;  imp;     302;    0;  imp;       ?;    ?;    ?
5221;2;   6;        36;plain;  11;   0;      2;      2;   0;   0;  25;69.4;      25;    0; pure;      21;    0;  imp;      25;    0; pure;      25;    0; pure;      25;    0; pure
5222;3;   3;        12; skew;   2;   0;      3;      1;   1;   1;   5;41.7;       5;    1; pure;       5;    1; pure;       5;    1; pure;       5;    0;  imp;       5;    0;  imp
5224;6;   9;      6452; skew;   2;   4;      3;      5;   0;   1;2534;39.3;    2768;    1;  imp;    2519;    1;  imp;    2913;    1;  imp;    3120;    1;  imp;       ?;    ?;    ?
5226;5;   3;        36; skew;   1;   2;      3;      4;   2;   1;  12;33.3;      11;    1;  imp;       5;    4;  imp;      12;    1; pure;      13;    2;  imp;      13;    2;  imp
5231;5;   5;        66; skew;   2;   4;      2;      1;   1;   2;  17;25.8;      35;    0;  imp;      35;    0;  imp;      37;    2;  imp;      37;    0;  imp;       ?;    ?;    ?
5232;5;   5;      3125;plain;  11;   0;      5;      5;   1;   1;1280;41.0;     160;    3; pure;     411;    2;  imp;    1280;    1; pure;    1280;    1; pure;       ?;    ?;    ?
5235;2;   8;        12; skew;   7;   5;      2;      1;   0;   0;   9;75.0;       9;    0; pure;       9;    0; pure;       9;    0; pure;       9;    0;  imp;       9;    0;  imp
5237;5;   7;        74; skew;   1;   1;      3;      1;   0;   0;  43;58.1;      50;    0;  imp;      51;    0;  imp;      50;    0;  imp;      53;    0;  imp;       ?;    ?;    ?
5238;6;   4;      4096;plain;  11;   0;      6;      6;   1;   1;1458;35.6;     729;    0; pure;     721;    1;  imp;    1458;    1; pure;    1215;    2; pure;       ?;    ?;    ?
5239;4;   8;       140; skew;   1;   0;      4;      2;   0;   0;  83;59.3;      91;    0;  imp;      83;    0;  imp;      92;    0;  imp;      96;    0;  imp;       ?;    ?;    ?
5240;3;   3;        12; skew;   2;   0;      3;      1;   1;   1;   5;41.7;       4;    0;  imp;       4;    1;  imp;       5;    1; pure;       5;    1;  imp;       5;    1;  imp
5243;6;   8;     10556; skew;   2;   2;      3;      2;   0;   1;4111;38.9;    3555;    1;  imp;    3358;    1;  imp;    4308;    1;  imp;    4493;    1;  imp;       ?;    ?;    ?
5244;6;   9;     10170; skew;   4;   0;      1;      6;   0;   0;5733;56.4;    5464;    0;  imp;    5104;    0;  imp;    6056;    0;  imp;    6010;    0;  imp;       ?;    ?;    ?
5245;3;   6;       216;plain;  11;   0;      3;      3;   0;   0; 125;57.9;     125;    0; pure;      95;    0;  imp;     125;    0; pure;     125;    0; pure;       ?;    ?;    ?
5246;5;   3;       243;plain;  11;   0;      5;      5;   2;   2;  80;32.9;      40;    3; pure;      49;    2;  imp;      80;    2; pure;      80;    2; pure;       ?;    ?;    ?
5249;6;   5;     14300; skew;   4;   0;      3;      4;   1;   1;5588;39.1;    3782;    0;  imp;    2551;    1;  imp;    5588;    1; pure;    4936;    1;  imp;       ?;    ?;    ?
5251;5;   6;      7776;plain;  11;   0;      5;      5;   1;   1;3125;40.2;    3125;    1; pure;    2308;    1;  imp;    3125;    1; pure;    3125;    1; pure;       ?;    ?;    ?
5254;4;   9;      6561;plain;  11;   0;      4;      4;   0;   0;4096;62.4;    4096;    0; pure;    2419;    0;  imp;    4096;    0; pure;    2048;    1; pure;       ?;    ?;    ?
5257;5;   5;      2034; skew;   3;   0;      4;      2;   1;   1; 844;41.5;     345;    2;  imp;     393;    1;  imp;     844;    1; pure;     844;    1; pure;       ?;    ?;    ?
5259;4;   6;      1296;plain;  11;   0;      4;      4;   0;   0; 625;48.2;     500;    1; pure;     378;    1;  imp;     625;    0; pure;     500;    1; pure;       ?;    ?;    ?
5260;3;   8;       214; skew;   5;   4;      3;      3;   0;   0; 146;68.2;     146;    0;  imp;      93;    0;  imp;     146;    0; pure;     142;    0;  imp;       ?;    ?;    ?
5262;2;   9;        81;plain;  11;   0;      2;      2;   0;   0;  64;79.0;      64;    0; pure;      64;    0; pure;      64;    0; pure;      64;    0; pure;       ?;    ?;    ?
5263;6;   6;       186; skew;   1;   3;      6;      3;   1;   1;  75;40.3;     113;    0;  imp;     105;    0;  imp;     108;    1;  imp;     115;    1;  imp;       ?;    ?;    ?
5266;5;   9;       106; skew;   1;   0;      3;      1;   0;   0;  84;79.2;      82;    0;  imp;      82;    0;  imp;      86;    0;  imp;      88;    0;  imp;       ?;    ?;    ?
5271;5;   6;       184; skew;   1;   2;      5;      4;   1;   0;  73;39.7;      98;    1;  imp;      80;    0;  imp;      95;    0;  imp;      98;    0;  imp;       ?;    ?;    ?
5272;4;   3;        38; skew;   1;   0;      3;      4;   1;   1;  14;36.8;      11;    1;  imp;       7;    1;  imp;      14;    1; pure;      13;    2;  imp;      14;    1; pure
5274;3;   9;       686; skew;   7;   0;      3;      2;   0;   0; 476;69.4;     476;    0; pure;     404;    0;  imp;     476;    0; pure;     476;    0; pure;       ?;    ?;    ?
5276;6;   3;       112; skew;   1;   2;      5;      6;   2;   1;  33;29.5;       5;    5;  imp;       5;    5;  imp;      35;    1;  imp;      41;    2;  imp;       ?;    ?;    ?
5277;4;   5;        34; skew;   2;   1;      1;      4;   1;   0;  13;38.2;      21;    1;  imp;      21;    1;  imp;      21;    0;  imp;      21;    0;  imp;      21;    0;  imp
5280;2;   7;        30; skew;   3;   1;      2;      1;   0;   0;  22;73.3;      22;    0; pure;      22;    0; pure;      22;    0; pure;      21;    0;  imp;      22;    0; pure
5281;6;   4;      1992; skew;   2;   2;      6;      3;   1;   1; 650;32.6;     478;    2;  imp;     399;    2;  imp;     650;    1; pure;     632;    2;  imp;       ?;    ?;    ?
5283;5;   3;        12; skew;   1;   0;      3;      1;   2;   0;   4;33.3;       7;    0;  imp;       7;    0;  imp;       7;    0;  imp;       7;    0;  imp;       7;    0;  imp
5284;4;   7;      2401;plain;  11;   0;      4;      4;   0;   0;1296;54.0;    1296;    0; pure;     819;    0;  imp;    1296;    0; pure;     864;    1; pure;       ?;    ?;    ?
